Title,Employer,Employment Type,Link,Email,Contact Text,Description
Syndicate leader Y3 teacher,Newton Central School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq1b-tumu-arorangi-ako-syndicate-leader-english-medium/,vacancies@newton.school.nz,N/A,N/A
Kaiako Motuhake (2 positions),Te Kura o Matapihi,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq1c-kaiako-motuhake-2-permanent-positions/,office@matapihi.school.nz,N/A,N/A
Team leader–Y3–4,Pukekohe Hill School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq1Y-team-leader-year-3-and-4/,principal@pukekohehill.school.nz,N/A,N/A
Classroom teacher,Christ the King Catholic School (Owairaka),"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAq1Z-classroom-teachers/,principal@ctk.school.nz,N/A,N/A
Philosophy / psychology teacher,Western Springs College-Ngā Puna o Waiōrea,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq1X-philosophypsychology-teacher/,vacancies@wsc.school.nz,N/A,N/A
English teacher (Y7-13) senior school,KingsWay School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq1U-kingsway-school-teacher-years-7-13-senior-school-english/,hr@kingsway.school.nz,N/A,N/A
Team / whānau leader - Y4-6,Elm Park School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq1Q-team-whanau-leader-y4-6/,lauren@elmpark.school.nz,N/A,N/A
Kaiako senior area,Naenae School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq1P-kaiako-senior-area-permanent/,murray.bootten@nnps.school.nz,N/A,N/A
Kaiako - Pathways,Te Aho o Te Kura Pounamu,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 11/12/2026(Provide support for projected roll growth in region)",https://gazette.education.govt.nz/vacancies/1HAq1M-kaiako-pathways/,carl.scurr@tekura.school.nz,N/A,N/A
Kaiako Y5-6,Avon School,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 16/12/2026(Roll growth)",https://gazette.education.govt.nz/vacancies/1HAq1L-kaiako-year-5-6/,office@avon.school.nz,N/A,N/A
Kaiako,Avon School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq1K-kaiako/,office@avon.school.nz,N/A,N/A
Teacher Y3–4,Miramar North School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq1G-permanent-teacher-year-34/,appointments@mns.school.nz,N/A,N/A
"ORS specialist teacher, 2026",Te Aratai College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq1C-ors-specialist-teacher-full-time-permanent-beginning-2026/,ed@tearatai.school.nz,N/A,N/A
"Visual art teacher, 2026",Te Aratai College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Roll fluctuation)",https://gazette.education.govt.nz/vacancies/1HAq1B-visual-art-teacher-fixed-term-full-time-for-2026/,ed@tearatai.school.nz,N/A,N/A
Te reo Māori kaiako (4 years),Te Aratai College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2030(Release time present staff member)",https://gazette.education.govt.nz/vacancies/1HAq1A-te-reo-maori-kaiako-fixed-term-for-4-years/,ed@tearatai.school.nz,N/A,N/A
Science teacher,Te Aratai College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/10/2026(Parental leave)",https://gazette.education.govt.nz/vacancies/1HAq19-science-teacher-parental-leave-full-time-jan-oct-2026/,ed@tearatai.school.nz,N/A,N/A
"Science teacher, 2026",Te Aratai College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Roll fluctuation)",https://gazette.education.govt.nz/vacancies/1HAq18-science-teacher-full-time-fixed-term-for-2026-school-year/,ed@tearatai.school.nz,N/A,N/A
"English teacher, 2026",Te Aratai College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq17-english-teacher-full-time-permanent-beginning-2026/,ed@tearatai.school.nz,N/A,N/A
"English teacher, 2026",Te Aratai College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Roll fluctuation)",https://gazette.education.govt.nz/vacancies/1HAq16-english-teacher-full-time-fixed-term-for-2026-school-year/,ed@tearatai.school.nz,N/A,N/A
"Upper primary teacher (0.6–1.0 FTE, flexible) Tagged",Ponatahi Christian School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq15-upper-primary-teacher-0-61-0-fte-flexible-tagged/,principal@ponatahi.school.nz,N/A,N/A
Teachers Y2-3 or Y5-6 (several positions),Knighton Normal School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Study leave and special project)",https://gazette.education.govt.nz/vacancies/1HAq14-full-time-fixed-term-teachers-several-positions/,applications@kns.ac.nz,N/A,N/A
Learning support leader (SENCO) / Scale A teacher,Onehunga Primary School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq11-learning-support-leader-senco-scale-a-teacher/,jjohnston@onehungaprimary.school.nz,N/A,N/A
Scale A teacher,Peninsula Primary School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq0x-scale-a-teacher/,sarahm@ppsteatatu.school.nz,N/A,N/A
English teacher,St Patrick's College (Silverstream),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq0r-english-teacher/,toughm@stream.school.nz,N/A,N/A
Teacher,Parkside School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq0j-teacher/,admin@parkside.net.nz,N/A,N/A
Junior teacher Y1-3,Pauatahanui School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq0h-junior-teacher-year-1-3/,principal@pauatahanui.school.nz,N/A,N/A
Technology teacher,St Peter's College (Epsom),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq0_-technology-teacher/,humanresources@st-peters.school.nz,N/A,N/A
Nursery  Kaiako,West Melton Nursery and Preschool Limited,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq0Z-nursery-kaiako/,info@westmeltonkindergarten.co.nz,N/A,N/A
Y0-3 classroom teacher,Cosgrove School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 14/12/2026(Roll growth)",https://gazette.education.govt.nz/vacancies/1HAq0F-y0-3-classroom-teacher/,margaretp@cosgrove.school.nz,N/A,N/A
Classroom teacher,Te Rā School,"Part time, Permanent, FTTE up to: 0.8",https://gazette.education.govt.nz/vacancies/1HAq0D-classroom-teacher/,davidn@tera.school.nz,N/A,N/A
Y7–8 homeroom teacher,Orewa College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq0U-year-7-and-8-homeroom-teacher-2/,hrmanager@orewacollege.nz,N/A,N/A
Physical education teacher,Southland Boys' High School,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 09/12/2026(Roll growth )",https://gazette.education.govt.nz/vacancies/1HAq0W-physical-education-teacher-fixed-term-full-time-2026/,executiveassistant@sbhs.school.nz,N/A,N/A
Music teacher,Orewa College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Roll growth )",https://gazette.education.govt.nz/vacancies/1HAq09-music-teacher/,hrmanager@orewacollege.nz,N/A,N/A
Classroom release teacher,Turuturu School,"Full time, Fixed term, Start Date: 02/02/2026, End Date: 16/12/2026(Partially Board funded position)",https://gazette.education.govt.nz/vacancies/1HAq08-classroom-release-teacher/,principal@turuturu.school.nz,N/A,N/A
Teacher of physical education and health,Ellesmere College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq04-teacher-of-physical-education-and-health/,recruitment@ellesmere.school.nz,N/A,N/A
Teacher of science (state your senior science subject),Ellesmere College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq02-teacher-of-science-state-your-senior-science-subject/,recruitment@ellesmere.school.nz,N/A,N/A
Teacher,Te Ara,"Part time, Permanent, FTTE up to: 0.5",https://gazette.education.govt.nz/vacancies/1HAq00-teacher-te-ara-school-wellington/,vacancy@onslow.school.nz,N/A,N/A
Teacher of agriculture,Ellesmere College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApzy-teacher-of-agriculture/,recruitment@ellesmere.school.nz,N/A,N/A
Qualified teacher,"Brightlands Childcare Centre, Vickery Street","Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApzx-qualified-teacher-new-or-experienced-welcome/,hr.brightlands@gmail.com,N/A,N/A
Scale A junior teacher,Rimu School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 12/12/2025(School roll fluctuation)",https://gazette.education.govt.nz/vacancies/1HAq0P-scale-a-junior-teacher/,principal@rimu.school.nz,N/A,N/A
Teachers,Pītau-Allenvale School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApzu-teachers-starting-2026/,office@allenvale.school.nz,N/A,N/A
Kaiako - English,Te Aho o Te Kura Pounamu,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 11/12/2026(Forecasted roll growth)",https://gazette.education.govt.nz/vacancies/1HApzn-kaiako-english/,Carl.Scurr@tekura.school.nz,N/A,N/A
Classroom teacher,Riversdale School,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 18/12/2026(Teacher on leave for 2026)",https://gazette.education.govt.nz/vacancies/1HApzm-classroom-teacher-fixed-term/,principal@riversdale.school.nz,N/A,N/A
Kaiako - English,Te Aho o Te Kura Pounamu,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 11/12/2026(Forecasted roll growth)",https://gazette.education.govt.nz/vacancies/1HApzk-kaiako-english/,Carl.Scurr@tekura.school.nz,N/A,N/A
Classroom teacher,Riversdale School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApzj-classroom-teacher/,principal@riversdale.school.nz,N/A,N/A
Kaiako - English,Te Aho o Te Kura Pounamu,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 11/12/2026(Forecasted roll growth)",https://gazette.education.govt.nz/vacancies/1HApzi-kaiako-english/,Carl.Scurr@tekura.school.nz,N/A,N/A
Junior school teacher,Bailey Road School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApzh-junior-school-teacher/,m.ginders@baileyroad.school.nz,N/A,N/A
Y6-8 teacher,Pongaroa School,"Part time, Fixed term, FTTE up to: 0.2, Start Date: 02/02/2026, End Date: 19/12/2025(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HApzg-year-6-8-teacher-part-time/,principal@pongaroa.school.nz,N/A,N/A
Y6 teacher,Sunnyhills School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApzf-year-6-teacher-permanent/,vacancies@sunnyhills.school.nz,N/A,N/A
Learning support coordinator,Porirua School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApza-learning-support-coordinator/,office@porirua.school.nz,N/A,N/A
Certificated teacher,The Fire Station Early Learning Centre,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApzZ-8am-3pm-certificated-teacher/,christie@thefirestation.co.nz,N/A,N/A
Junior team leader / classroom teacher,Porirua School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApzX-junior-team-leader-classroom-teacher/,office@porirua.school.nz,N/A,N/A
Y3 teacher,Witherlea School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApzV-permanent-full-time-teaching-position-for-year-3/,principal@witherlea.school.nz,N/A,N/A
"Learning support coordinator 0.6 permanent, fully released",Clayton Park School,"Part time, Permanent, FTTE up to: 0.6",https://gazette.education.govt.nz/vacancies/1HApzT-learning-support-coordinator-0-6-permanent-fully-released/,jolenem@claytonpark.school.nz,N/A,N/A
Junior school teacher and team leader,Vogeltown School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApzQ-junior-school-teacher-and-team-leader/,principal@vogeltown.school.nz,N/A,N/A
Teacher - Y0-3,Henley School (Nelson),"Full time, Fixed term, Start Date: 28/01/2026, End Date: 15/12/2026(Recent resignation - to cover whilst permanent position advertised in early 2026)",https://gazette.education.govt.nz/vacancies/1HApzN-teacher-year-0-3/,office@henley.school.nz,N/A,N/A
LTR qualified Kaiako – lunch break cover,Kiwi Supertots Learning Centre - Papakura,"Part time, Long-term relieving (LTR), FTTE up to: 0.5, Start Date: 27/10/2025(Lunch break cover)",https://gazette.education.govt.nz/vacancies/1HApz8-ltr-qualified-kaiako-lunch-break-cover/,jobs@kiwisupertots.co.nz,N/A,N/A
Scale A teacher,Waihao Downs School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApzK-scale-a-permanent/,principal@waihaodowns.school.nz,N/A,N/A
Junior mathematics teacher,Queen Elizabeth College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApzG-junior-mathematics-teacher-permanent-full-time/,afisher@qec.school.nz,N/A,N/A
"Music / transition teacher - regraded, no actual vacancy",Awatapu College,"Part time, Permanent, FTTE up to: 0.2",https://gazette.education.govt.nz/vacancies/1HApzE-music-transition-teacher-regraded-no-actual-vacancy/,pa@awatapu.school.nz,N/A,N/A
Teacher of mathematics,Whanganui Girls' College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApz5-teacher-of-mathematics-full-time-permanent/,npond@wgc.ac.nz,N/A,N/A
Junior syndicate leader / junior classroom teacher,St John's Girls' School (Invercargill),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApz4-junior-syndicate-leaderjunior-classroom-teacher/,principal@stjohnsgirls.school.nz,N/A,N/A
Classroom teacher 2026,Ardmore School,"Full time, Fixed term, Start Date: 02/02/2026, End Date: 18/12/2026(Permanent staff member on leave from full-time role for 2026 )",https://gazette.education.govt.nz/vacancies/1HApz0-classroom-teacher-fixed-term-2026/,bpeterson@ardmore.school.nz,N/A,N/A
Classroom teacher (2 positions),Porirua School,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 10/12/2026(Releasing a classroom teacher who will be working on an accelerated learning project for the year . Board funded teacher to work on an inclusion project )",https://gazette.education.govt.nz/vacancies/1HApzP-classroom-teacher-two-positions/,office@porirua.school.nz,N/A,N/A
Teacher,Porirua School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApzJ-teacher-permanent/,office@porirua.school.nz,N/A,N/A
Te Reo tikanga specialist teacher,Aidanfield Christian School,"Part time, Permanent, FTTE up to: 0.6",https://gazette.education.govt.nz/vacancies/1HApyw-te-reo-tikanga-specialist-teacher/,mark.richardson@aidanfield.school.nz,N/A,N/A
Permanent classroom teachers (2 positions ),Ardmore School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApyv-permanent-classroom-teachers-2-positions/,bpeterson@ardmore.school.nz,N/A,N/A
Scale A teacher / Kaiako - Y2–3,Northcote School (Auckland),"Full time, Fixed term, Start Date: 29/01/2026, End Date: 15/12/2026(Parental leave )",https://gazette.education.govt.nz/vacancies/1HApym-scale-a-teacherkaiako-year-23/,admin@northcoteprimary.school.nz,N/A,N/A
Science teacher,Kāpiti College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApyj-science-teacher/,jobs@kc.school.nz,N/A,N/A
Hospitality teacher,Otamatea High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApyi-hospitality-teacher/,ohs@otamatea.school.nz,N/A,N/A
Teacher of physical education - Tagged,St Paul's College (Ponsonby),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApy_-teacher-of-physical-education-tagged/,headmaster@stpaulscollege.co.nz,N/A,N/A
Teacher of physical education,St Paul's College (Ponsonby),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApyZ-teacher-of-physical-education/,headmaster@stpaulscollege.co.nz,N/A,N/A
Scale A teacher Y2–3,Knighton Normal School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApyW-full-time-permanent-scale-a-teacher-year-23/,applications@kns.ac.nz,N/A,N/A
English teacher,Geraldine High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApyV-english-teacher/,hr@geraldinehs.school.nz,N/A,N/A
Classroom teacher - year level TBC,Galatea School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApyh-classroom-teacher-year-level-tbc-permanent/,principal@galatea.school.nz,N/A,N/A
Specialist education teacher,Galatea School,"Part time, Fixed term, FTTE up to: 0.4, Start Date: 19/01/2026, End Date: 10/12/2026(ORRS funded students)",https://gazette.education.govt.nz/vacancies/1HApyf-specialist-education-teacher/,principal@galatea.school.nz,N/A,N/A
Classroom teacher - year level TBC,Galatea School,"Full time, Fixed term, Start Date: 19/01/2026, End Date: 10/12/2026(Covering a staff member assigned to management duties 2026)",https://gazette.education.govt.nz/vacancies/1HApyX-classroom-teacher/,principal@galatea.school.nz,N/A,N/A
Y2–3 classroom teacher (2026),Temuka Primary School,"Full time, Fixed term, Start Date: 02/02/2026, End Date: 25/01/2027(To cover internal leadership release)",https://gazette.education.govt.nz/vacancies/1HApyk-fixed-term-year-23-classroom-teacher-2026/,principal@temuka.school.nz,N/A,N/A
Teacher Y4–6,Douglas Park School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApyN-teacher-year-4-6/,office@douglaspark.school.nz,N/A,N/A
Y4–6 teacher,Douglas Park School,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 09/12/2026(Releasing a teacher to deliver a programme)",https://gazette.education.govt.nz/vacancies/1HApyM-year-4-6-teacher/,office@douglaspark.school.nz,N/A,N/A
Teacher of social science,Glenfield College,"Full time, Fixed term, Start Date: 22/01/2026, End Date: 27/01/2027(Study leave cover)",https://gazette.education.govt.nz/vacancies/1HApyJ-teacher-of-social-science/,g.hayward@gc.ac.nz,N/A,N/A
Kaiako wharekura (Tau 9–13),Te Kura Kaupapa Maori o Taumarunui,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApyB-kaiako-wharekura-tau-9-13/,principal@tkkmtaumarunui.school.nz,N/A,N/A
Kaiako reo Ingarihi – English teacher,Te Kura Kaupapa Maori o Taumarunui,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApy9-kaiako-reo-ingarihi-english-teacher/,principal@tkkmtaumarunui.school.nz,N/A,N/A
Teacher social studies,South Auckland Middle School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApxm-teacher-social-studies/,merryl@southauckland.school.nz,N/A,N/A
Kaiako Reo Pākehā 0.6 (3 days per week),TKKM o Tamaki Nui A Rua,"Part time, Permanent, FTTE up to: 0.6",https://gazette.education.govt.nz/vacancies/1HApxs-kaiako-reo-pakeha/,jtodd@tamakinuiarua.school.nz,N/A,N/A
Kaiako Kuratahi,TKKM o Tamaki Nui A Rua,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 11/12/2026(Sabbatical)",https://gazette.education.govt.nz/vacancies/1HApxf-kaiako-kuratahi/,jtodd@tamakinuiarua.school.nz,N/A,N/A
Kaiako Kuratahi,TKKM o Tamaki Nui A Rua,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApxa-kaiako-kuratahi/,jtodd@tamakinuiarua.school.nz,N/A,N/A
Scale A teacher,Bucklands Beach Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApxA-scale-a-teacher/,mailbox@bbi.school.nz,N/A,N/A
Kaiako māraurau | teacher – Ōwhata,Central Kids Kindergartens - Ōwhata,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApwx-kaiako-maraurau-teacher-owhata/,hayley.brindle@centralkids.org.nz,N/A,N/A
Teacher of English,Waitaki Boys' High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApww-teacher-of-english/,rector@waitakibhs.school.nz,N/A,N/A
Intermediate teacher,Iona College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApws-intermediate-teacher-full-time-permanent-start-date-term-1-2026/,hrc@iona.school.nz,N/A,N/A
"Teacher, Y5-8",Glenorchy School,"Full time, Fixed term, Start Date: 02/02/2026, End Date: 16/12/2026(Teacher release for special project)",https://gazette.education.govt.nz/vacancies/1HApx0-teacher-y5-y8/,principal@glenorchy.school.nz,N/A,N/A
"Senior teacher – Marlborough Kindergarten Association, Blenheim",Marlborough Kindergarten Association,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApwq-senior-teacher-marlborough-kindergarten-assn-blenheim/,generalmanager@mka.org.nz,N/A,N/A
English (Y9–13) teacher,Twizel Area School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HApwQ-english-year-9-13-full-time-maternity-leave/,principal@twizel.school.nz,N/A,N/A
Literacy & numeracy intervention teacher,Kio Kio School,"Part time, Fixed term, FTTE up to: 0.8, Start Date: 02/02/2026, End Date: 11/12/2026(Special project)",https://gazette.education.govt.nz/vacancies/1HApwU-literacy-and-numeracy-intervention-teacher-0-8-ftte-fixed-term/,principal@kiokio.school.nz,N/A,N/A
Qualified and registered teacher,Young World Childcare Centre,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApwM-qualified-and-registered-teacher/,youngworldece@gmail.com,N/A,N/A
"Qualified teacher – The Hive, Gems Educational Childcare",Gems Miro,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApwL-qualified-teacher-the-hive-gems-educational-childcare/,recruit@gems.net.nz,N/A,N/A
English teacher,Rodney College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApw8-english-teacher-full-time-permanent/,principal@rodneycollege.school.nz,N/A,N/A
Teacher of sciences to Y13,Cromwell College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApw7-teacher-of-sciences-to-year-13/,pa@cromwell.school.nz,N/A,N/A
Teacher Y9–10 homeroom,Rodney College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApw2-teacher-year-9-ro-10-homeroom-full-time-permanent/,principal@rodneycollege.school.nz,N/A,N/A
Preschool kaiako,Darfield Preschool And Nursery,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApvb-full-time-permanent-preschool-kaiako/,darfieldpreschool@xtra.co.nz,N/A,N/A
Learning support coordinator (LSC),Kelston School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApvQ-learning-support-coordinator-lsc/,principal@kelstonprimary.school.nz,N/A,N/A
Over 2s teacher,The Learning Ladder,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApvM-over-2s-teacher/,admin@thelearningladder.co.nz,N/A,N/A
Art teacher,Ficino School,"Part time, Permanent, FTTE up to: 0.2",https://gazette.education.govt.nz/vacancies/1HApvK-art-teacher/,l.spicer@ficino.school.nz,N/A,N/A
Senior school teacher (Y4-6),Mission Heights Primary School,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 15/12/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HApvD-senior-school-teacher-year-4-6/,jobs@mhp.school.nz,N/A,N/A
Learning support coordinator,St Marcellin School (Wanganui),"Part time, Permanent, FTTE up to: 0.2",https://gazette.education.govt.nz/vacancies/1HApvA-0-20-ftte-learning-support-coordinator/,principal@stmarcellin.school.nz,N/A,N/A
Kaiako wharekura,Wainuiomata High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApur-kaiako-wharekura/,hayleyl@wainuiomatahigh.school.nz,N/A,N/A
Learning support co-ordinator,Onehunga High School,"Full time, Fixed term, Start Date: 16/03/2026, End Date: 12/03/2027(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HApuk-learning-support-co-ordinator/,ps@ohs.school.nz,N/A,N/A
Y7-8 teacher,De La Salle College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApui-year-7-8-teacher/,salej@delasalle.school.nz,N/A,N/A
Intermediate teacher,Royal Oak Intermediate School,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 11/12/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HApuh-intermediate-teacher/,cshum@royaloakint.school.nz,N/A,N/A
Mathematics teacher,De La Salle College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApug-mathematics-teacher/,salej@delasalle.school.nz,N/A,N/A
Itinerant music teacher (brass),Lynfield College,"Part time, Fixed term, FTTE up to: 0.2, Start Date: 28/01/2026, End Date: 27/01/2027(Itinerant music – fluctuating music hours.)",https://gazette.education.govt.nz/vacancies/1HApuc-itinerant-music-teacher-brass/,jobs@lynfield.school.nz,N/A,N/A
Relationship driven Kaiako,The Learning Centre Ltd,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApuZ-experienced-or-new-grad-kaiako/,stephanie@thelearningcentre.co.nz,N/A,N/A
Science teacher,He Huarahi Tamariki,"Part time, Permanent, FTTE up to: 0.8",https://gazette.education.govt.nz/vacancies/1HApuY-science-teacher/,vacancies@wegc.school.nz,N/A,N/A
English teacher,He Huarahi Tamariki,"Part time, Permanent, FTTE up to: 0.6",https://gazette.education.govt.nz/vacancies/1HApuW-english-teacher/,vacancies@wegc.school.nz,N/A,N/A
Psychology teacher,Hauraki Plains College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HApuG-psychology-teacher/,tonir@haurakiplains.school.nz,N/A,N/A
History – social studies teacher 2026,Manurewa High School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 11/12/2026(Maternity leave )",https://gazette.education.govt.nz/vacancies/1HApth-history-social-studies-teacher-full-time-fixed-term-2026/,Manaia.Laulu@manurewa.school.nz,N/A,N/A
Te Reo Māori Teacher 2026,Manurewa High School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 11/12/2026(Maternity cover)",https://gazette.education.govt.nz/vacancies/1HAptb-te-reo-maaori-teacher-full-time-fixed-term-2026/,Manaia.Laulu@manurewa.school.nz,N/A,N/A
Kaiako Y7-8,Featherston School Te Kura o Paetūmokai,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 16/12/2026(Covering for a staff member who has a temporary flexible working arrangement (FWA))",https://gazette.education.govt.nz/vacancies/1HApta-kaiako-y7-and-8-fixed-term/,office@featherston.school.nz,N/A,N/A
Learning support coordinator,Golden Sands School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAptZ-learning-support-coordinator-1mu-1-fu/,vacancies@goldensands.school.nz,N/A,N/A
Science teacher,Whanganui City College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAptT-science-teacher/,fionas@wcc.school.nz,N/A,N/A
Y3-4 teacher,Broadlands School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAptJ-year-3-4-teacher/,principal@broadlands.school.nz,N/A,N/A
"Primary teacher position, Y6-8",Maheno School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAptG-primary-teacher-position-maheno-school-years-6-8/,office@maheno.school.nz,N/A,N/A
Learning support coordinator (LSC),Forrest Hill School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAptF-shape-the-future-become-our-learning-support-coordinator-lsc/,jmarwick@forresthill.school.nz,N/A,N/A
Specialist mathematics intervention & extension teacher (part-time 0.5),Sunnyhills School,"Part time, Fixed term, FTTE up to: 0.5, Start Date: 28/01/2026, End Date: 18/12/2026(Special project )",https://gazette.education.govt.nz/vacancies/1HAptC-specialist-mathematics-intervention-and-extension-teacher-part-time-0-5/,vacancies@sunnyhills.school.nz,N/A,N/A
Scale A teacher 2026,Riverina School,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 11/12/2026(Special project )",https://gazette.education.govt.nz/vacancies/1HApss-scale-a-teacher-2/,b.mills@riverina.school.nz,N/A,N/A
ESOL teacher. Tagged,Elim Christian College Mt Albert,"Part time, Permanent, FTTE up to: 0.4",https://gazette.education.govt.nz/vacancies/1HApsr-esol-teacher-tagged/,vacancies@elimmtalbert.school.nz,N/A,N/A
