Title,Employer,Employment Type,Link,Email,Contact Text,Description
Teacher,Kaikōura Primary School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqZ3-teacher/,office@kaikoura.school.nz,N/A,"Te Waitai Sefton School Canterbury Y7–8 kaiako/teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 11:01 am 01 December 2025 Closes 12 noon 07 December 2025 Reference #: 1HAqoX Full details"
English and social sciences kaiako,Marian College,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 11/12/2026(A specific short-term curriculum need)",https://gazette.education.govt.nz/vacancies/1HAqZ2-english-and-social-sciences-kaiako-full-time-fixed-term/,princ-pa@mariancollege.school.nz,N/A,"St Thomas of Canterbury College Canterbury Teacher of English and social sciences Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027 (Refreshment leave) Secondary (Years 7–15) / wharekura, Certificated teacher English, Social sciences Full details Listed today 1:28 pm 01 December 2025 Closes 12 pm 05 December 2025 Reference #: 1HAqpE Full details"
Mathematics and science teacher,Whangārei Boys' High School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(To cover staff with fixed term responsibilities)",https://gazette.education.govt.nz/vacancies/1HAqZ1-mathematics-and-science-teacher-fixed-term-full-time/,s.dzumbira@wbhs.school.nz,N/A,"Lynfield College Auckland English teacher Full time, Fixed term, Start Date: 27/01/2026, End Date: 28/01/2027 (Increase in student numbers) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:16 pm 01 December 2025 Closes 12.00 noon 08 December 2025 Reference #: 1HAqpi Full details"
English teacher,Mt Albert Grammar School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqZ0-english-teacher/,shayes@mags.school.nz,N/A,"Rutherford College Auckland Junior social sciences teacher (plus other subjects) Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:44 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqp1 Full details"
Commerce and social sciences teacher,Kaiapoi High School,"Full time, Long-term relieving (LTR), Start Date: 20/04/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAqYz-commerce-and-social-sciences-teacher/,m.anngow@kaiapoi.school.nz,N/A,"Darfield High School Canterbury Teacher relief coordinator Full time, Fixed term, Start Date: 30/01/2026, End Date: 14/12/2026 (Project based) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 11:53 am 26 November 2025 Closes 9am 10 December 2025 Reference #: 1HAqjP Full details"
Learning support coordinator - literacy & learning,Green Bay High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqYx-learning-support-coordinator-literacy-and-learning/,recruitment@greenbayhigh.school.nz,N/A,"Rutherford College Auckland Junior social sciences teacher (plus other subjects) Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:44 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqp1 Full details"
"Scale A teacher, Y1-2",St Joseph's School (Temuka),"Full time, Fixed term, Start Date: 28/01/2026, End Date: 15/12/2026(Unable to fill Catholic Character position)",https://gazette.education.govt.nz/vacancies/1HAqYw-fixed-term-scale-a-teacher-yr-1-3/,office@stjotemu.school.nz,N/A,"Dorie School Canterbury NE-Y2 teacher Full time, Fixed term, Start Date: 26/01/2026, End Date: 25/01/2027 (Due to permanent teacher working flexible hours ) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Teacher Bonding Scheme Full details Listed 12:50 pm 28 November 2025 Closes 4pm 08 December 2025 Reference #: 1HAqnk Full details"
Teacher of visual art,Glenfield College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqYr-teacher-of-visual-art/,g.hayward@gc.ac.nz,N/A,"Rutherford College Auckland Junior social sciences teacher (plus other subjects) Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:44 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqp1 Full details"
Science teacher,Orewa College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqYq-science-teacher/,hrmanager@orewacollege.nz,N/A,"Rutherford College Auckland Junior social sciences teacher (plus other subjects) Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:44 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqp1 Full details"
"History, science, social studies teacher",Columba College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 08/12/2026(Cover for acting up staff member)",https://gazette.education.govt.nz/vacancies/1HAqYp-history-science-social-studies/,ea@columbacollege.school.nz,N/A,"Darfield High School Canterbury Teacher relief coordinator Full time, Fixed term, Start Date: 30/01/2026, End Date: 14/12/2026 (Project based) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 11:53 am 26 November 2025 Closes 9am 10 December 2025 Reference #: 1HAqjP Full details"
Physical education and health teacher,Macleans College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqYn-physical-education-and-health-teacher/,applications@macleans.school.nz,N/A,"Rutherford College Auckland Junior social sciences teacher (plus other subjects) Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:44 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqp1 Full details"
"Kaiako – Y1-10 (Hamilton, Rotorua or Tauranga)",Te Aho o Te Kura Pounamu,"Part time, Fixed term, FTTE up to: 0.6, Start Date: 29/01/2026, End Date: 03/06/2026(Backfill for secondment)",https://gazette.education.govt.nz/vacancies/1HAqYm-kaiako-years-1-10-hamilton-rotorua-or-tauranga/,Mere.Davis@tekura.school.nz,N/A,"Parkvale School Hawke's Bay Specialist teacher (literacy OR numeracy) Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 27/01/2027 (Special project) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 2:03 pm 01 December 2025 Closes 09 December 2025 Reference #: 1HAqpV Full details"
"Kaiako – Years 1-10 (Hamilton, Rotorua or Tauranga)",Te Aho o Te Kura Pounamu,"Part time, Fixed term, FTTE up to: 0.6, Start Date: 29/01/2026, End Date: 03/07/2026(Fixed term backfill for secondment)",https://gazette.education.govt.nz/vacancies/1HAqYk-kaiako-years-1-10-hamilton-rotorua-or-tauranga/,Mere.Davis@tekura.school.nz,N/A,"Parkvale School Hawke's Bay Specialist teacher (literacy OR numeracy) Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 27/01/2027 (Special project) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 2:03 pm 01 December 2025 Closes 09 December 2025 Reference #: 1HAqpV Full details"
Teacher of PE & health,Sacred Heart College (Napier),"Part time, Fixed term, FTTE up to: 0.6, Start Date: 27/01/2026, End Date: 03/04/2026(Maternity leave cover)",https://gazette.education.govt.nz/vacancies/1HAqYy-teacher-of-pe-and-health/,pr.sec@shcn.school.nz,N/A,"Parkvale School Hawke's Bay Specialist teacher (literacy OR numeracy) Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 27/01/2027 (Special project) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 2:03 pm 01 December 2025 Closes 09 December 2025 Reference #: 1HAqpV Full details"
Mathematics & science registered teacher. Tagged,Longburn Adventist College,"Part time, Fixed term, FTTE up to: 0.8, Start Date: 27/01/2026, End Date: 04/12/2026(Fixed term appointment until the end of the school year due to decrease in roll size )",https://gazette.education.govt.nz/vacancies/1HAqXV-secondary-years-7-13wharekura-registered-teacher/,pa@lac.school.nz,N/A,"Epsom Girls Grammar School Auckland Teacher of philosophy Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 27/01/2027 (Fluctuation in senior option hours) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed 8:52 am 27 November 2025 Closes 12pm 09 December 2025 Reference #: 1HAqkt Full details"
Kaiako Rūmaki Reo. He tūranga whakapūmau.,Kihikihi School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqYX-kaiako-rumaki-reo-he-turanga-whakapumau-2/,principal@kihikihi.school.nz,N/A,"Nuhaka School Hawke's Bay Scale A teachers (2 positions) Full time, Permanent Certificated teacher, Area / composite (Years 1–15), Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts, Hauora, Hangarau, Ngā Reo, Ngā Toi, Te Reo Māori, Te Reo Pākehā, Tikanga ā-iwi, Pāngarau, Pūtaiao Suitable for beginning teachers Full details Listed today 9:51 am 01 December 2025 Closes 5pm 08 December 2025 Reference #: 1HAqoJ Full details"
Specialist teacher,Taupo Intermediate,"Part time, Fixed term, FTTE up to: 0.4, Start Date: 29/01/2026, End Date: 15/12/2026(ORS & HHN)",https://gazette.education.govt.nz/vacancies/1HAqYV-specialist-teacher-fixed-term-part-time-0-4/,bwoods@taupointermediate.co.nz,N/A,"Te Kura o Hau Karetu Wellington Learning support coordinator Trentham School 0.4 FT combined Part time, Fixed term, FTTE up to: 0.4, Start Date: 26/01/2026, End Date: 15/12/2026 (Current LSC applied for a flexible work arrangement) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 1:19 pm 25 November 2025 Closes 3pm 15 December 2025 Reference #: 1HAqig Full details"
LSC and release teacher – Chatham Islands,Te One School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 16/12/2026(Curriculum development requirements)",https://gazette.education.govt.nz/vacancies/1HAqYL-full-time-fixed-term-lsc-and-release-are-core-parts/,principal@teone.school.nz,N/A,"Dorie School Canterbury NE-Y2 teacher Full time, Fixed term, Start Date: 26/01/2026, End Date: 25/01/2027 (Due to permanent teacher working flexible hours ) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Teacher Bonding Scheme Full details Listed 12:50 pm 28 November 2025 Closes 4pm 08 December 2025 Reference #: 1HAqnk Full details"
Y1–2 teacher – Chatham Islands,Te One School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqYK-year-1-2-teacher-chatham-islands/,principal@teone.school.nz,N/A,"Te Waitai Sefton School Canterbury Y7–8 kaiako/teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 11:01 am 01 December 2025 Closes 12 noon 07 December 2025 Reference #: 1HAqoX Full details"
Art teacher - senior design and photography,Katikati College,"Part time, Fixed term, FTTE up to: 0.5, Start Date: 20/04/2026, End Date: 19/04/2027(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAqXr-art-teacher-senior-design-and-photography/,amacdonald@katikaticollege.school.nz,N/A,"Epsom Girls Grammar School Auckland Teacher of drama Part time, Fixed term, FTTE up to: 0.5, Start Date: 28/01/2026, End Date: 27/01/2027 (Fluctuation in junior option hours) Secondary (Years 7–15) / wharekura, Certificated teacher The arts Suitable for beginning teachers Full details Listed 8:51 am 27 November 2025 Closes 12pm 05 December 2025 Reference #: 1HAqks Full details"
Teacher / tutor - computer science,ACG Parnell College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqXa-teachertutor-computer-science/,people@acgedu.com,N/A,"Rutherford College Auckland Junior social sciences teacher (plus other subjects) Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:44 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqp1 Full details"
Y4–5 teacher,Target Road School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqXF-year-45-teacher/,shaner@target.school.nz,N/A,"Northcross Intermediate Auckland Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:41 pm 01 December 2025 Closes 4pm 12 December 2025 Reference #: 1HAqpj Full details"
Homeroom teacher Y7-8,Opihi College,"Full time, Fixed term, Start Date: 19/01/2026, End Date: 11/12/2026(Roll changes - Y7–8 programme)",https://gazette.education.govt.nz/vacancies/1HAqX1-homeroom-teacher-year-7-8/,carmeilad@frontlineeducation.co.nz,N/A,"Hillmorton High School Canterbury Speech and language therapist Full time, Fixed term, Start Date: 16/02/2026, End Date: 27/01/2027 (Parental leave) Resource teacher, General, Therapist English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 10:00 am 01 December 2025 Closes 3pm 05 December 2025 Reference #: 1HAqoD Full details"
Teacher English / SS / math / science,Middle School West Auckland,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqWg-teacher-englishssmathscience/,merryl@westauckland.school.nz,N/A,"Rutherford College Auckland Junior social sciences teacher (plus other subjects) Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:44 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqp1 Full details"
Kaiako - Te Reo Māori,Te Aho o Te Kura Pounamu,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 10/09/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAqWT-kaiako-te-reo-maori/,Pete.Westrupp@tekura.school.nz,N/A,"Darfield High School Canterbury Teacher relief coordinator Full time, Fixed term, Start Date: 30/01/2026, End Date: 14/12/2026 (Project based) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 11:53 am 26 November 2025 Closes 9am 10 December 2025 Reference #: 1HAqjP Full details"
Kaiako - Te Reo Māori,Te Aho o Te Kura Pounamu,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 10/09/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAqWS-kaiako-te-reo-maori/,Pete.Westrupp@tekura.school.nz,N/A,"Lynfield College Auckland English teacher Full time, Fixed term, Start Date: 27/01/2026, End Date: 28/01/2027 (Increase in student numbers) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:16 pm 01 December 2025 Closes 12.00 noon 08 December 2025 Reference #: 1HAqpi Full details"
Toddlers teacher - Palmerston North,Kindercare Learning Centres - Palmerston North,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqW8-toddlers-teacher-palmerston-north/,sam.perry@kindercare.co.nz,N/A,"Fairfield Educare Ltd Manawatu/Whanganui Certified ECE Kaiako Full time, Permanent Early learning / kōhanga reo, Certificated teacher Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Full details Listed 8:36 am 28 November 2025 Closes 3pm 23 December 2025 Reference #: 1HAqn6 Full details"
Kaiako Matua – health & physical education,Te Aho o Te Kura Pounamu,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 10/12/2027(Replace for secondment)",https://gazette.education.govt.nz/vacancies/1HAqVZ-kaiako-matua-health-and-physical-education/,Mere.Davis@tekura.school.nz,N/A,"Lynfield College Auckland English teacher Full time, Fixed term, Start Date: 27/01/2026, End Date: 28/01/2027 (Increase in student numbers) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:16 pm 01 December 2025 Closes 12.00 noon 08 December 2025 Reference #: 1HAqpi Full details"
Toddlers kaiako,Bumblebees Childcare Centre,"Full time, Fixed term, Start Date: 12/01/2026, End Date: 03/07/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAqVn-toddlers-kaiako-maternity-cover/,jamie@bumblebeeschildcare.co.nz,N/A,"Buller High School West Coast Principal Full time, Permanent Secondary (Years 7–15) / wharekura, Principal English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts, Hauora, Hangarau, Ngā Reo, Ngā Toi, Te Reo Māori, Te Reo Pākehā, Tikanga ā-iwi, Pāngarau, Pūtaiao, Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Full details Listed 12:42 pm 28 November 2025 Closes 5pm 07 January 2026 Reference #: 1HAqng Full details"
Teacher,Ormond Kindergarten,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqVk-permanent-teacher/,giskgtnst@gmail.com,N/A,"The Fire Station Early Learning Centre Auckland Certificated teacher for over 3s Full time, Permanent Early learning / kōhanga reo, Certificated teacher Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Full details Listed today 12:56 pm 01 December 2025 Closes 3pm 12 December 2025 Reference #: 1HAqp6 Full details"
Y7–8 homeroom teacher,Southland Boys' High School,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 28/01/2026(Roll growth )",https://gazette.education.govt.nz/vacancies/1HAqVS-y78-homeroom-teacher-fixed-term-full-time/,exceutiveassistant@sbhs.school.nz,N/A,"Darfield High School Canterbury Teacher relief coordinator Full time, Fixed term, Start Date: 30/01/2026, End Date: 14/12/2026 (Project based) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 11:53 am 26 November 2025 Closes 9am 10 December 2025 Reference #: 1HAqjP Full details"
Mathematics teacher,Whanganui Girls' College,"Part time, Fixed term, FTTE up to: 0.8, Start Date: 26/01/2026, End Date: 07/12/2026(To cover a study leave position)",https://gazette.education.govt.nz/vacancies/1HAqVK-mathematics-teacher-part-time-fixed-term/,npond@wgc.ac.nz,N/A,"Epsom Girls Grammar School Auckland Teacher of philosophy Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 27/01/2027 (Fluctuation in senior option hours) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed 8:52 am 27 November 2025 Closes 12pm 09 December 2025 Reference #: 1HAqkt Full details"
Y9-13 art teacher,Te Karaka Area School,"Full time, Fixed term, Start Date: 19/01/2026, End Date: 11/12/2026(Study leave)",https://gazette.education.govt.nz/vacancies/1HAqVH-year-9-13-art-teacher/,alex@tkas.school.nz,N/A,"Awapuni School (Gisborne) Gisborne Classroom teacher Y5 and 6 Full time, Fixed term, Start Date: 27/01/2026, End Date: 18/12/2026 (Maternity leave) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 2:50 pm 01 December 2025 Closes 12pm 10 December 2025 Reference #: 1HAqpd Full details"
New entrant teacher,Te Karaka Area School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqVG-new-entrant-teacher/,alex@tkas.school.nz,N/A,"Nuhaka School Hawke's Bay Scale A teachers (2 positions) Full time, Permanent Certificated teacher, Area / composite (Years 1–15), Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts, Hauora, Hangarau, Ngā Reo, Ngā Toi, Te Reo Māori, Te Reo Pākehā, Tikanga ā-iwi, Pāngarau, Pūtaiao Suitable for beginning teachers Full details Listed today 9:51 am 01 December 2025 Closes 5pm 08 December 2025 Reference #: 1HAqoJ Full details"
Kaiako kura teina - Tupuranga Reo,TKKM o Taumarere,"Part time, Fixed term, FTTE up to: 0.8, Start Date: 26/01/2026, End Date: 11/12/2026(Board project )",https://gazette.education.govt.nz/vacancies/1HAqVF-kaiako-kura-teina-tupuranga-reo/,admin@taumarere.school.nz,N/A,"Newtown School Wellington Teacher for bilingual programme Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 16/12/2026 (Specialised programme) Primary and intermediate (Years 1–8) / kura tuatahi English, Te reo Māori, Hauora, Hangarau, Ngā Reo, Ngā Toi, Te Reo Māori, Te Reo Pākehā, Tikanga ā-iwi, Pāngarau, Pūtaiao Suitable for beginning teachers Full details Listed 1:50 pm 28 November 2025 Closes 5pm 15 December 2025 Reference #: 1HAqnr Full details"
Reo Rumaki Kaiako 5 - 8,Te Kura O Otangarei,"Full time, Fixed term, Start Date: 02/02/2026, End Date: 17/12/2026(Study leave )",https://gazette.education.govt.nz/vacancies/1HAqUz-reo-rumaki-kaiako-5-8/,danelle@otangarei.school.nz,N/A,"Te Kura o Kokohuia Manawatu/Whanganui Pouako Reo Rangatira – te reo Māori | Wharekura Full time, Fixed term, Start Date: 26/01/2026, End Date: 11/12/2026 (Sabbatical leave) Secondary (Years 7–15) / wharekura, Certificated teacher Hauora, Hangarau, Ngā Reo, Ngā Toi, Te Reo Māori, Te Reo Pākehā, Tikanga ā-iwi, Pāngarau, Pūtaiao MITA (Māori Immersion Teachers Allowance) + Units negotiable Suitable for beginning teachers Full details Listed today 1:12 pm 01 December 2025 Closes 3pm 13 December 2025 Reference #: 1HAqpD Full details"
Kaiako – team leader,Te Aho o Te Kura Pounamu,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqUg-kaiako-team-leader/,Anil.Singh@tekura.school.nz,N/A,"Spotswood College Taranaki Special education teacher Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 2:46 pm 01 December 2025 Closes 12 noon 15 December 2025 Reference #: 1HAqpc Full details"
Kaiako - team leader,Te Aho o Te Kura Pounamu,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 11/12/2026(Temporary appointment for position for which there is no on-going need from the end of 2026.)",https://gazette.education.govt.nz/vacancies/1HAqUM-kaiako-team-leader/,Kerry.Coulshed@tekura.school.nz,N/A,"Darfield High School Canterbury Teacher relief coordinator Full time, Fixed term, Start Date: 30/01/2026, End Date: 14/12/2026 (Project based) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 11:53 am 26 November 2025 Closes 9am 10 December 2025 Reference #: 1HAqjP Full details"
Kaiako - team leader,Te Aho o Te Kura Pounamu,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 11/12/2026(Temporary appointment for position for which there is no on-going need from the end of this year.)",https://gazette.education.govt.nz/vacancies/1HAqUL-kaiako-team-leader/,Kerry.Coulshed@tekura.school.nz,N/A,"Darfield High School Canterbury Teacher relief coordinator Full time, Fixed term, Start Date: 30/01/2026, End Date: 14/12/2026 (Project based) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 11:53 am 26 November 2025 Closes 9am 10 December 2025 Reference #: 1HAqjP Full details"
Kaiako – Little Parrots Tāpui,Little Parrots,"Part time, Permanent, FTTE up to: 0.8",https://gazette.education.govt.nz/vacancies/1HAqUJ-kaiako-little-parrots-tapui/,info@lilparrots.co.nz,N/A,"Cherry's on Maryhill Canterbury ECE Kaiako (2-5 year olds) Enviroschool Part time, Permanent, FTTE up to: 0.8 Early learning / kōhanga reo, Certificated teacher Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Suitable for beginning teachers Full details Listed 8:25 am 28 November 2025 Closes 07 December 2025 Reference #: 1HAqmy Full details"
He Kaiako,Portland School Te Kura o Tikorangi,"Part time, Permanent, FTTE up to: 0.6",https://gazette.education.govt.nz/vacancies/1HAqUF-he-kaiako/,principal@portland.school.nz,N/A,"Ponsonby Primary School Auckland LSC - learning support coordinator Part time, Permanent, FTTE up to: 0.6 Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 8:35 am 28 November 2025 Closes 3pm 04 December 2025 Reference #: 1HAqn5 Full details"
He Kaiako,Portland School Te Kura o Tikorangi,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqUE-he-kaiako/,principal@portland.school.nz,N/A,"Rawene School Northland Classroom teacher Y2–4 Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts MITA Full details Listed today 11:59 am 01 December 2025 Closes 3pm 10 December 2025 Reference #: 1HAqoi Full details"
Specialist education teacher,Te Kahu Amohia - Fairhaven School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqUA-specialist-education-teacher-full-time-permanent-position/,tumuaki@fairhaven.net.nz,N/A,"St Joseph's School (Hastings) Hawke's Bay Y7– 8 Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 12:45 pm 01 December 2025 Closes 2pm 12 December 2025 Reference #: 1HAqoe Full details"
